Name,ID,Category,Color,Attribute,Life,Power,Counter,Cost,Ability Text,Type
Rob Lucci,OP07-093,Character,Black,Strike,null,6000,+1000 Counter,5,"[On Play] You may place 3 cards from your trash at the bottom of your deck in any order: Your opponent trashes 1 card from their hand. Then, you may place up to 1 card from your opponent's trash at the bottom of their deck.",CP0
Shave,OP07-094,Event,Black,null,null,null,,1,"[Counter] Up to 1 of your Leader or Character cards gains +2000 power during this battle. Then, if you have 10 or more cards in your trash, return up to 1 of your Characters with a type including ""CP"" to the owner's hand.[Trigger] Return up to 1 of your Characters to the owner's hand.",CP9
Iron Body,OP07-095,Event,Black,null,null,null,,2,"[Counter] Up to 1 of your Leader or Character cards gains +4000 power during this battle. Then, if you have 10 or more cards in your trash, that card gains an additional +2000 power during this battle.[Trigger] Up to 1 of your Leader or Character cards gains +1000 power during this turn.",CP9
Tempest Kick,OP07-096,Event,Black,null,null,null,,1,"[Main] Draw 1 card. Then, if you have 10 or more cards in your trash, give up to 1 of your opponent's Characters −3 cost during this turn.[Trigger] K.O. up to 1 of your opponent's Characters with a cost of 3 or less.",CP9
Vegapunk,OP07-097,Leader,Yellow,Wisdom,2,5000,,null,This Leader cannot attack.[Activate: Main] [Once Per Turn] ①(You may rest the specified number of DON!! cards in your cost area.): Select up to 1{Egghead}type card with a cost of 5 or less from your hand and play it or add it to the top of your Life cards face-up.,Scientist/Egghead
Atlas,OP07-098,Character,Yellow,Wisdom,null,6000,+1000 Counter,5,"If you have less Life cards than your opponent, this Character cannot be K.O.'d in battle.[Trigger] If your Leader is [Vegapunk], play this card.",Scientist/Egghead
Usopp,OP07-099,Character,Yellow,Ranged,null,2000,+2000 Counter,1,[Trigger] Up to 1 of your{Egghead}type Leader or Character cards gains +2000 power until the end of your next turn.,Egghead/Straw Hat Crew
Shaka,OP07-101,Character,Yellow,Wisdom,null,6000,+1000 Counter,5,"[Blocker](After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[Trigger] If your Leader is [Vegapunk], play this card.",Scientist/Egghead
Jinbe,OP07-102,Character,Yellow,Strike,null,6000,+1000 Counter,5,[Trigger] Return up to 1 of your opponent's Characters with a cost of 4 or less to the owner's hand and add this card to your hand.,Fish-Man/Egghead/Straw Hat Crew
Tony Tony.Chopper,OP07-103,Character,Yellow,Wisdom,null,3000,+1000 Counter,2,"[Trigger] Up to 1 of your{Egghead}type Characters gains [Blocker] during this turn. Then, add this card to your hand.",Animal/Egghead/Straw Hat Crew
Nico Robin,OP07-104,Character,Yellow,Special,null,4000,+1000 Counter,3,"[Trigger] If your Leader has the{Egghead}type, draw 2 cards.",Egghead/Straw Hat Crew
Pythagoras,OP07-105,Character,Yellow,Wisdom,null,6000,+1000 Counter,5,"[On K.O.] If you have 2 or less Life cards, play up to 1{Egghead}type Character card with a cost of 4 or less from your trash rested.[Trigger] If your Leader is [Vegapunk], play this card.",Scientist/Egghead
Fuza,OP07-106,Character,Yellow,Special,null,6000,,4,"[DON!! x1] [When Attacking] If you have 1 or less Life cards, K.O. up to 1 of your opponent's Characters with a cost of 3 or less.",Animal/Sky Island
Franky,OP07-107,Character,Yellow,Strike,null,5000,+2000 Counter,4,"[Trigger] Draw 1 card. Then, if you have 1 or less Life cards, play this card.",Egghead/Straw Hat Crew
Vega Force 01,OP07-108,Character,Yellow,Strike,null,6000,+1000 Counter,4,null,Egghead
York,OP07-110,Character,Yellow,Wisdom,null,6000,+1000 Counter,5,"[On Play] You may add 1 card from the top or bottom of your Life cards to your hand: K.O. up to 1 of your opponent's Characters with a cost of 2 or less.[Trigger] If your Leader is [Vegapunk], play this card.",Scientist/Egghead
Lilith,OP07-111,Character,Yellow,Wisdom,null,5000,,3,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1{Egghead}type card other than [Lilith] and add it to your hand. Then, place the rest at the bottom of your deck in any order.[Trigger] If your Leader is [Vegapunk], play this card.",Scientist/Egghead
Lucy,OP07-112,Character,Yellow,Strike,null,7000,,6,"[When Attacking] [Once Per Turn] You may add 1 card from the top or bottom of your Life cards to your hand: You may rest up to 1 of your opponent's Characters with a cost of 4 or less. Then, if you have 1 or less Life cards, add up to 1 card from the top of your deck to the top of your Life cards.",Dressrosa/Revolutionary Army
He Possesses the World's Most Brilliant Mind,OP07-114,Event,Yellow,null,null,null,,1,"[Main] Look at 5 cards from the top of your deck; reveal up to 1{Egghead}type card other than [He Possesses the World's Most Brilliant Mind] and add it to your hand. Then, place the rest at the bottom of your deck in any order.[Trigger] Draw 1 card.",Scientist/Egghead
I Re-Quasar Helllp!!,OP07-115,Event,Yellow,null,null,null,,1,"[Counter] If you have 2 or less Life cards, up to 1 of your Leader or Character cards gains +3000 power during this battle.[Trigger] Play up to 1 of your{Egghead}type Character cards with a cost of 5 or less from your trash.",Scientist/Egghead
Blaze Slice,OP07-116,Event,Yellow,null,null,null,,1,"[Main]/[Counter] Up to 1 of your Leader or Character cards gains +1000 power during this turn. Then, if your opponent has 2 or less Life cards, rest up to 1 of your opponent's Characters with a cost of 4 or less.[Trigger] Rest up to 1 of your opponent's Characters with a cost of 4 or less.",Land of Wano/The Akazaya Nine
Egghead,OP07-117,Stage,Yellow,null,null,null,,2,"[End of Your Turn] If you have 3 or less Life cards, set up to 1{Egghead}type Character with a cost of 5 or less as active.[Trigger] Play this card.",Egghead
Sabo,OP07-118,Character,Black,Special,null,9000,,8,[On Play] You may trash 1 card from your hand: K.O. up to 1 of your opponent's Characters with a cost of 5 or less and up to 1 of your opponent's Characters with a cost of 3 or less.,Revolutionary Army
Portgas.D.Ace,OP07-119,Character,Yellow,Special,null,10000,,10,"[On Play] Add up to 1 card from the top of your deck to the top of your Life cards. Then, if you have 2 or less Life cards, this Character gains [Rush] during this turn.(This card can attack on the turn in which it is played.)",Whitebeard Pirates
Tony Tony.Chopper,OP08-001,Leader,Red/Green,Strike,4,5000,,null,[Activate: Main] [Once Per Turn] Give up to 3 of your{Animal}or{Drum Kingdom}type Characters up to 1 rested DON!! card each.,Animal/Drum Kingdom/Straw Hat Crew
Marco,OP08-002,Leader,Red/Blue,Special,4,5000,,null,"[DON!! x1] [Activate: Main] [Once Per Turn] Draw 1 card and place 1 card from your hand at the top or bottom of your deck. Then, give up to 1 of your opponent's Characters −2000 power during this turn.",Whitebeard Pirates
Twenty Doctors,OP08-003,Character,Red,Wisdom,null,2000,+1000 Counter,2,"[Blocker](After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",Drum Kingdom
Kuromarimo,OP08-004,Character,Red,Strike,null,5000,+1000 Counter,4,"[On Play] If you have [Chess], K.O. up to 1 of your opponent's Characters with 3000 power or less.",Drum Kingdom
Chess,OP08-005,Character,Red,Ranged,null,3000,+1000 Counter,3,"[On Play] Give up to 1 of your opponent's Characters −2000 power during this turn. Then, if you don't have [Kuromarimo], play up to 1 [Kuromarimo] from your hand.",Drum Kingdom
Chessmarimo,OP08-006,Character,Red,Strike/Ranged,null,6000,+1000 Counter,5,"[Your Turn] If you have [Kuromarimo] and [Chess] in your trash, this Character gains +2000 power.",Drum Kingdom
Tony Tony.Chopper,OP08-007,Character,Red,Strike,null,5000,,3,"[Your Turn] [On Play]/[When Attacking] Look at 5 cards from the top of your deck and play up to 1{Animal}type Character card with 4000 power or less rested. Then, place the rest at the bottom of your deck in any order.",Animal/Drum Kingdom/Straw Hat Crew
Dalton,OP08-008,Character,Red,Slash,null,6000,+1000 Counter,5,[On Play] Give up to 1 of your opponent's Characters −1000 power during this turn.[DON!! x1] [Activate: Main] [Once Per Turn] You may add 1 card from the top of your Life cards to your hand: This Character gains [Rush] during this turn.(This card can attack on the turn in which it is played.),Drum Kingdom
Maria Onion Bear,OP08-009,Character,Red,Wisdom,null,5000,+1000 Counter,3,null,Drum Kingdom
Hiking Bear,OP08-010,Character,Red,Wisdom,null,3000,+2000 Counter,3,[DON!! x1] [Activate: Main] [Once Per Turn] Up to 1 of your{Animal}type Characters other than this Character gains +1000 power during this turn.,Animal/Drum Kingdom
Musshuru,OP08-011,Character,Red,Special,null,8000,+1000 Counter,6,null,FILM/Drum Kingdom
Lapins,OP08-012,Character,Red,Strike,null,3000,+1000 Counter,3,"[DON!! x2] [When Attacking] If your Leader has the{Drum Kingdom}type, K.O. up to 1 of your opponent's Characters with 4000 power or less.",Animal/Drum Kingdom
Robson,OP08-013,Character,Red,Wisdom,null,4000,+1000 Counter,3,[DON!! x2] This Character gains [Rush].(This card can attack on the turn in which it is played.),Animal/Drum Kingdom
Wapol,OP08-014,Character,Red,Strike,null,6000,+1000 Counter,6,"[DON!! x1] [When Attacking] Give up to 1 of your opponent's Characters −2000 power during this turn. Then, this Character gains +2000 power until the end of your opponent's next turn.",Drum Kingdom
Dr.Kureha,OP08-015,Character,Red,Wisdom,null,2000,+1000 Counter,1,"[On Play] Look at 4 cards from the top of your deck; reveal up to 1 [Tony Tony.Chopper] or{Drum Kingdom}type card other than [Dr.Kureha] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",Drum Kingdom
Dr.Hiriluk,OP08-016,Character,Red,Wisdom,null,0,+2000 Counter,3,"[Activate: Main] You may rest this Character: If your Leader is [Tony Tony.Chopper], all of your [Tony Tony.Chopper] Characters gain +2000 power during this turn.",Drum Kingdom
I'd Never Shoot You!!!!,OP08-017,Event,Red,null,null,null,,2,"[Counter] Up to 1 of your Leader or Character cards gains +4000 power during this battle. Then, give up to 1 of your opponent's Leader or Character cards −1000 power during this turn.[Trigger] Up to 1 of your Leader or Character cards gains +1000 power during this turn.",Drum Kingdom
Cloven Rose,OP08-018,Event,Red,null,null,null,,2,"[Main] Up to 3 of your Characters gain +1000 power during this turn. Then, give up to 1 of your opponent's Characters −2000 power during this turn.[Trigger] Give up to 1 of your opponent's Leader or Character cards −3000 power during this turn.",Animal/Drum Kingdom/Straw Hat Crew
Munch-Munch Mutation,OP08-019,Event,Red,null,null,null,,3,"[Main]/[Counter] Give up to 1 of your opponent's Characters −3000 power during this turn. Then, up to 1 of your Characters gains +3000 power during this turn.[Trigger] K.O. up to 1 of your opponent's Characters with 5000 power or less.",Drum Kingdom
Carrot,OP08-021,Leader,Green,Special,5,5000,,null,"[Activate: Main] [Once Per Turn] If you have a{Minks}type Character, rest up to 1 of your opponent's Characters with a cost of 5 or less.",Minks
Inuarashi,OP08-022,Character,Green,Slash,null,6000,+1000 Counter,5,"[On Play] If your Leader has the{Minks}type, up to 2 of your opponent's rested Characters with a cost of 5 or less will not become active in your opponent's next Refresh Phase.",Minks/The Akazaya Nine
Carrot,OP08-023,Character,Green,Special,null,6000,+1000 Counter,5,[On Play]/[When Attacking] Up to 1 of your opponent's rested Characters with a cost of 7 or less will not become active in your opponent's next Refresh Phase.,Minks
Concelot,OP08-024,Character,Green,Slash,null,4000,+1000 Counter,3,[When Attacking] Up to 1 of your opponent's rested Characters with a cost of 4 or less will not become active in your opponent's next Refresh Phase.,Minks
Shishilian,OP08-025,Character,Green,Slash,null,4000,+1000 Counter,3,[On Play] Up to 1 of your opponent's rested Characters with a cost of 3 or less will not become active in your opponent's next Refresh Phase.,Minks
Giovanni,OP08-026,Character,Green,Slash,null,3000,+1000 Counter,2,[DON!! x1] [When Attacking] Up to 1 of your opponent's rested Characters with a cost of 1 or less will not become active in your opponent's next Refresh Phase.,Minks
Tristan,OP08-027,Character,Green,Wisdom,null,3000,+1000 Counter,1,null,Minks
Nekomamushi,OP08-028,Character,Green,Slash,null,6000,+1000 Counter,5,"[On Play] If your opponent has 7 or more rested cards, this Character gains [Rush] during this turn.(This card can attack on the turn in which it is played.)",Minks/The Akazaya Nine
Pekoms,OP08-029,Character,Green,Strike,null,6000,,4,"If this Character is active, your{Minks}type Characters with a cost of 3 or less other than [Pekoms] cannot be K.O.'d by effects.",Minks/Big Mom Pirates
Pedro,OP08-030,Character,Green,Slash,null,5000,+1000 Counter,4,"[Blocker](After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On K.O.] Choose one:• Rest up to 1 of your opponent's DON!! cards.• K.O. up to 1 of your opponent's rested Characters with a cost of 6 or less.",Minks
Miyagi,OP08-031,Character,Green,Wisdom,null,1000,+1000 Counter,3,[On Play] Set up to 1 of your{Minks}type Characters with a cost of 2 or less as active.,Minks
Milky,OP08-032,Character,Green,Wisdom,null,0,+2000 Counter,2,"[Activate: Main] You may rest this Character: If your Leader has the{Minks}type, set up to 1 of your DON!! cards as active.",Minks
Roddy,OP08-033,Character,Green,Slash,null,2000,+1000 Counter,1,"[On Play] If your Leader has the{Minks}type and your opponent has 7 or more rested cards, K.O. up to 1 of your opponent's rested Characters with a cost of 2 or less.",Minks
Wanda,OP08-034,Character,Green,Slash,null,2000,+1000 Counter,1,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1{Minks}type card other than [Wanda] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",Minks
BB,OP08-035,Character,Green,Strike,null,4000,+1000 Counter,2,null,Minks
Electrical Luna,OP08-036,Event,Green,null,null,null,,3,[Main] All of your opponent's rested Characters with a cost of 7 or less will not become active in your opponent's next Refresh Phase.[Trigger] Rest up to 1 of your opponent's Characters.,Minks
Garchu,OP08-037,Event,Green,null,null,null,,1,[Main] You may rest 1 of your{Minks}type Characters: Rest up to 1 of your opponent's Characters.[Trigger] Draw 1 card.,Minks
We Would Never Sell a Comrade to an Enemy!!!,OP08-038,Event,Green,null,null,null,,1,[Main] You may rest 2 of your Characters: None of your Characters can be K.O.'d by your opponent's effects until the end of your opponent's next turn.[Trigger] Rest up to 1 of your opponent's Characters with a cost of 3 or less.,Minks/The Akazaya Nine
Zou,OP08-039,Stage,Green,null,null,null,,3,"[Activate: Main] You may rest this Stage: If your Leader has the{Minks}type, set up to 1 of your DON!! cards as active.[End of Your Turn] Set up to 1 of your{Minks}type Characters as active.",Animal
Atmos,OP08-040,Character,Blue,Slash,null,5000,+1000 Counter,4,"[On Play] You may reveal 2 cards with a type including ""Whitebeard Pirates"" from your hand: If your Leader's type includes ""Whitebeard Pirates"", return up to 1 of your opponent's Characters with a cost of 4 or less to the owner's hand.",Whitebeard Pirates
Aphelandra,OP08-041,Character,Blue,Slash,null,4000,+2000 Counter,3,"[Activate: Main] You may return this Character to the owner's hand: If your Leader has the{Kuja Pirates}type, place up to 1 of your opponent's Characters with a cost of 1 or less at the bottom of the owner's deck.",Amazon Lily
Edward Weevil,OP08-042,Character,Blue,Slash,null,5000,+1000 Counter,4,[DON!! x1] [When Attacking] Return up to 1 Character with a cost of 3 or less to the owner's hand.,The Seven Warlords of the Sea
Edward.Newgate,OP08-043,Character,Blue,Special,null,12000,,10,"[On Play] If your Leader's type includes ""Whitebeard Pirates"" and you have 2 or less Life cards, select all of your opponent's Characters on their field. Until the end of your opponent's next turn, none of the selected Characters can attack unless your opponent trashes 2 cards from their hand whenever they attack.",The Four Emperors/Whitebeard Pirates
Kingdew,OP08-044,Character,Blue,Strike,null,4000,+2000 Counter,4,"[Activate: Main] [Once Per Turn] You may reveal 2 cards with a type including ""Whitebeard Pirates"" from your hand: This Character gains +2000 power during this turn.",Whitebeard Pirates
Thatch,OP08-045,Character,Blue,Slash,null,5000,+1000 Counter,4,"If this Character would be removed from the field by your opponent's effect or K.O.'d, trash this Character and draw 1 card instead.",Whitebeard Pirates
Shakuyaku,OP08-046,Character,Blue,Wisdom,null,6000,+1000 Counter,5,"[Your Turn] [Once Per Turn] When a Character is removed from the field by your effect, if your opponent has 5 or more cards in their hand, your opponent places 1 card from their hand at the bottom of their deck. Then, rest this Character.",Amazon Lily
Jozu,OP08-047,Character,Blue,Strike,null,7000,+1000 Counter,6,[On Play] You may return 1 of your Characters other than this Character to the owner's hand: Return up to 1 Character with a cost of 6 or less to the owner's hand.,Whitebeard Pirates
Sweetpea,OP08-048,Character,Blue,Strike,null,6000,+1000 Counter,4,null,Amazon Lily
Speed Jil,OP08-049,Character,Blue,Slash,null,5000,+1000 Counter,4,"[On Play] Reveal 1 card from the top of your deck and place it at the top or bottom of your deck. If the revealed card's type includes ""Whitebeard Pirates"", this Character gains [Rush] during this turn.(This card can attack on the turn in which it is played.)",Whitebeard Pirates
Namule,OP08-050,Character,Blue,Strike,null,2000,+1000 Counter,3,"[Blocker](After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Play] Draw 2 cards and place 2 cards from your hand at the top or bottom of your deck in any order.",Fish-Man/Whitebeard Pirates
Buckin,OP08-051,Character,Blue,Wisdom,null,2000,+1000 Counter,1,[Your Turn] [On Play] Up to 1 of your [Edward Weevil] cards gains +2000 power during this turn.,Former Rocks Pirates
Portgas.D.Ace,OP08-052,Character,Blue,Special,null,6000,+1000 Counter,5,"[On Play] Reveal 1 card from the top of your deck and play up to 1 Character card with a type including ""Whitebeard Pirates"" and a cost of 4 or less. Then, place the rest at the top or bottom of your deck.",Whitebeard Pirates
Thank You...for Loving Me!!,OP08-053,Event,Blue,null,null,null,,1,"[Main] If your Leader's type includes ""Whitebeard Pirates"", look at 3 cards from the top of your deck; reveal up to 1 card with a type including ""Whitebeard Pirates"" or [Monkey.D.Luffy] and add it to your hand. Then, place the rest at the top or bottom of your deck in any order.[Trigger] Draw 1 card.",Whitebeard Pirates
You Can't Take Our King This Early in the Game.,OP08-054,Event,Blue,null,null,null,,3,"[Counter] Up to 1 of your Leader or Character cards gains +3000 power during this battle. Then, reveal 1 card from the top of your deck and play up to 1 Character card with a type including ""Whitebeard Pirates"" and a cost of 3 or less. Then, place the rest at the top or bottom of your deck.",Whitebeard Pirates
Phoenix Brand,OP08-055,Event,Blue,null,null,null,,4,"[Main] You may reveal 2 cards with a type including ""Whitebeard Pirates"" from your hand: Place up to 1 Character with a cost of 6 or less at the bottom of the owner's deck.",Former Whitebeard Pirates
Moby Dick,OP08-056,Stage,Blue,null,null,null,,2,"[Your Turn] [Once Per Turn] When your Character with a type including ""Whitebeard Pirates"" is removed from the field by an effect, draw 1 card. Then, place 1 card from your hand at the top or bottom of your deck.[Trigger] Play this card.",Whitebeard Pirates
King,OP08-057,Leader,Purple/Black,Special,4,5000,,null,"[Activate: Main] [Once Per Turn] DON!! −2(You may return the specified number of DON!! cards from your field to your DON!! deck.): Choose one:• If you have 5 or less cards in your hand, draw 1 card.• Give up to 1 of your opponent's Characters −2 cost during this turn.",Animal Kingdom Pirates
Charlotte Pudding,OP08-058,Leader,Purple/Yellow,Wisdom,4,5000,,null,[When Attacking] You may turn 2 cards from the top of your Life cards face-up: Add up to 1 DON!! card from your DON!! deck and rest it.,Big Mom Pirates
Alber,OP08-059,Character,Purple,Special,null,5000,+1000 Counter,4,"[Activate: Main] You may trash this Character: If your Leader has the{Animal Kingdom Pirates}type and you have 10 DON!! cards on your field, play up to 1 [King] with a cost of 7 or less from your hand.",Lunarian/Animal Kingdom Pirates
King,OP08-060,Character,Purple,Special,null,8000,,7,"[On Play] DON!! −1(You may return the specified number of DON!! cards from your field to your DON!! deck.): If your opponent has 5 or more DON!! cards on their field, this Character gains [Rush] during this turn.(This card can attack on the turn in which it is played.)",Animal Kingdom Pirates
Charlotte Oven,OP08-061,Character,Purple,Special,null,6000,+1000 Counter,5,[When Attacking] DON!! −1(You may return the specified number of DON!! cards from your field to your DON!! deck.): K.O. up to 1 of your opponent's Characters with a cost of 3 or less.,Big Mom Pirates
Charlotte Katakuri,OP08-062,Character,Purple,Strike,null,3000,+1000 Counter,2,"[Activate: Main] You may trash this Character: If your Leader has the{Big Mom Pirates}type, play up to 1 [Charlotte Katakuri] from your hand with a cost of 3 or more that is equal to or less than the number of DON!! cards on your opponent's field.",Big Mom Pirates
Charlotte Katakuri,OP08-063,Character,Purple,Strike,null,7000,+1000 Counter,6,[On Play] You may turn 1 card from the top of your Life cards face-down: Add up to 1 DON!! card from your DON!! deck and set it as active.,Big Mom Pirates
Charlotte Cracker,OP08-064,Character,Purple,Slash,null,5000,+1000 Counter,4,[Activate: Main] [Once Per Turn] DON!! −1(You may return the specified number of DON!! cards from your field to your DON!! deck.): Play up to 1 [Biscuit Warrior] from your hand.,Big Mom Pirates
Charlotte Smoothie,OP08-065,Character,Purple,Special,null,9000,+1000 Counter,7,null,Big Mom Pirates
Charlotte Brulee,OP08-066,Character,Purple,Special,null,1000,+1000 Counter,4,"[Blocker](After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On K.O.] Add up to 1 DON!! card from your DON!! deck and rest it.",Big Mom Pirates
Charlotte Pudding,OP08-067,Character,Purple,Wisdom,null,4000,+1000 Counter,3,"[Your Turn] [Once Per Turn] When a DON!! card on your field is returned to your DON!! deck, add up to 1 DON!! card from your DON!! deck and rest it.",Big Mom Pirates
Charlotte Perospero,OP08-068,Character,Purple,Special,null,5000,,3,[On K.O.] Add up to 1 DON!! card from your DON!! deck and rest it.[Trigger] DON!! −1(You may return the specified number of DON!! cards from your field to your DON!! deck.): Play this card.,Big Mom Pirates
Charlotte Linlin,OP08-069,Character,Purple,Special,null,9000,,9,"[On Play] DON!! −1, You may trash 1 card from your hand: Add up to 1 card from the top of your deck to the top of your Life cards. Then, add up to 1 of your opponent's Characters with a cost of 6 or less to the top or bottom of your opponent's Life cards face-up.",Former Rocks Pirates/Big Mom Pirates
Baron Tamago,OP08-070,Character,Purple,Strike,null,4000,+1000 Counter,3,"[Blocker](After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On K.O.] DON!! −1(You may return the specified number of DON!! cards from your field to your DON!! deck.): Play up to 1 [Viscount Hiyoko] with a cost of 5 or less from your hand.",Big Mom Pirates
Count Niwatori,OP08-071,Character,Purple,Strike,null,7000,+1000 Counter,6,"[Opponent's Turn] [On K.O.] DON!! −1(You may return the specified number of DON!! cards from your field to your DON!! deck.): Play up to 1 [Baron Tamago] with a cost of 4 or less from your deck. Then, shuffle your deck.",Big Mom Pirates
Biscuit Warrior,OP08-072,Character,Purple,Slash,null,5000,+1000 Counter,5,"Under the rules of this game, you may have any number of this card in your deck.[Blocker](After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",Big Mom Pirates
Viscount Hiyoko,OP08-073,Character,Purple,Strike,null,6000,+1000 Counter,5,"[Opponent's Turn] [On K.O.] DON!! −1(You may return the specified number of DON!! cards from your field to your DON!! deck.): Play up to 1 [Count Niwatori] with a cost of 6 or less from your deck. Then, shuffle your deck.",Big Mom Pirates
Black Maria,OP08-074,Character,Purple,Special,null,2000,+2000 Counter,3,"[Activate: Main] [Once Per Turn] If you have no other [Black Maria] Characters, add up to 5 DON!! cards from your DON!! deck and rest them. Then, at the end of this turn, return DON!! cards from your field to your DON!! deck until you have the same number of DON!! cards on your field as your opponent.",Animal Kingdom Pirates
Candy Maiden,OP08-075,Event,Purple,null,null,null,,1,"[Main] DON!! −1(You may return the specified number of DON!! cards from your field to your DON!! deck.): Rest up to 1 of your opponent's Characters with a cost of 2 or less. Then, turn all of your Life cards face-down.[Trigger] Add up to 1 DON!! card from your DON!! deck and set it as active.",Big Mom Pirates
It's to Die For...,OP08-076,Event,Purple,null,null,null,,3,"[Main] Add up to 1 DON!! card from your DON!! deck and set it as active. Then, if your opponent has a Character with 6000 power or more, add up to 1 DON!! card from your DON!! deck and set it as active.[Trigger] Add up to 1 DON!! card from your DON!! deck and set it as active.",The Four Emperors/Big Mom Pirates
Conquest of the Sea,OP08-077,Event,Purple,null,null,null,,6,"[Main] DON!! −2(You may return the specified number of DON!! cards from your field to your DON!! deck.): If your Leader has the{Animal Kingdom Pirates}or{Big Mom Pirates}type, K.O. up to 2 of your opponent's Characters with a cost of 6 or less.",The Four Emperors/Animal Kingdom Pirates/Big Mom Pirates
Ulti,OP08-078,Character,Black,Strike,null,6000,+1000 Counter,4,null,Animal Kingdom Pirates
Kaido,OP08-079,Character,Black,Strike,null,9000,,9,"[Activate: Main] [Once Per Turn] You may trash 1 card from your hand: If this Character was played on this turn, trash up to 1 of your opponent's Characters with a cost of 7 or less. Then, your opponent trashes 1 card from their hand.",Former Rocks Pirates/Animal Kingdom Pirates
Queen,OP08-080,Character,Black,Strike,null,2000,+1000 Counter,1,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1{Animal Kingdom Pirates}type card other than [Queen] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",Animal Kingdom Pirates
Guernica,OP08-081,Character,Black,Strike,null,2000,+1000 Counter,1,"[When Attacking] You may place 3 cards with a type including ""CP"" from your trash at the bottom of your deck in any order: K.O. up to 1 of your opponent's Characters with a cost of 0.",CP0
Sasaki,OP08-082,Character,Black,Slash,null,1000,+2000 Counter,1,[Activate: Main] Rest 1 of your DON!! cards and you may rest this Character: Give up to 1 of your opponent's Characters −2 cost during this turn.,Animal Kingdom Pirates
Sheepshead,OP08-083,Character,Black,Slash,null,3000,+1000 Counter,2,[DON!! x1] [Your Turn] Give all of your opponent's Characters −1 cost.,Animal Kingdom Pirates/SMILE
Jinbe,OP08-085,Character,Black,Strike,null,6000,,5,"[DON!! x1] [When Attacking] If you have a Character with a cost of 8 or more, K.O. up to 1 of your opponent's Characters with a cost of 4 or less.",Fish-Man/Straw Hat Crew
Ginrummy,OP08-086,Character,Black,Strike,null,3000,+1000 Counter,2,"[On Play] If your opponent has a Character with a cost of 0, draw 2 cards and trash 2 cards from your hand.",Animal Kingdom Pirates/SMILE
Scratchmen Apoo,OP08-087,Character,Black,Ranged,null,5000,+1000 Counter,4,"[Blocker](After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[Activate: Main] [Once Per Turn] Give up to 1 of your opponent's Characters −1 cost during this turn.",Animal Kingdom Pirates/On-Air Pirates
Duval,OP08-088,Character,Black,Ranged,null,2000,+2000 Counter,1,[On Play] Up to 1 of your Characters gains +1 cost until the end of your opponent's next turn.,The Flying Fish Riders
Basil Hawkins,OP08-089,Character,Black,Slash,null,9000,+1000 Counter,7,null,Animal Kingdom Pirates/Hawkins Pirates
Hamlet,OP08-090,Character,Black,Slash,null,4000,+1000 Counter,3,[On Play] Play up to 1{SMILE}type Character card with a cost of 2 or less from your trash.,Animal Kingdom Pirates/SMILE
Who's.Who,OP08-091,Character,Black,Slash,null,5000,+2000 Counter,5,[On Play] You may trash 1 card from your hand: K.O. up to 1 of your opponent's Characters with a cost of 3 or less.[Trigger] K.O. up to 1 of your opponent's Characters with a cost of 3 or less.,Animal Kingdom Pirates/Former CP9
Page One,OP08-092,Character,Black,Strike,null,5000,+1000 Counter,5,[On Play] Play up to 1 [Ulti] with a cost of 4 or less from your trash.,Animal Kingdom Pirates
X.Drake,OP08-093,Character,Black,Slash,null,6000,,4,[DON!! x1] This Character gains +2 cost.,Navy/Drake Pirates/Animal Kingdom Pirates
Imperial Flame,OP08-094,Event,Black,null,null,null,,2,[Main]/[Counter] You may place 3 cards from your trash at the bottom of your deck in any order: K.O. up to 1 of your opponent's Characters with a cost of 2 or less.[Trigger] Activate this card's [Main] effect.,Animal Kingdom Pirates
Iron Body Fang Flash,OP08-095,Event,Black,null,null,null,,2,"[Main] If you have 10 or more cards in your trash, up to 1 of your Characters gains +2000 power until the end of your opponent's next turn.[Trigger] Up to 1 of your Leader or Character cards gains +2000 power during this turn.",Animal Kingdom Pirates/Former CP9
People's Dreams Don't Ever End!!,OP08-096,Event,Black,null,null,null,,1,"[Counter] Trash 1 card from the top of your deck. If the trashed card has a cost of 6 or more, up to 1 of your Leader or Character cards gains +5000 power during this battle.[Trigger] Play up to 1 black Character card with a cost of 3 or less from your trash.",Blackbeard Pirates
Heliceratops,OP08-097,Event,Black,null,null,null,,3,"[Main] If your Leader has the{Animal Kingdom Pirates}type, give up to 1 of your opponent's Characters −2 cost during this turn. Then, K.O. up to 1 of your opponent's Characters with a cost of 0.[Trigger] K.O. up to 1 of your opponent's Characters with a cost of 3 or less.",Animal Kingdom Pirates
